sentence,sentiment,pred_sentiment,net_score
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",positive,neutral,0
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,neutral,0
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",positive,neutral,0
Glencore fight back over debt fears lifts shares,positive,negative,-1
$FB slight green... May be runner later,positive,neutral,0
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",neutral,positive,1
"With this , the company will exit the contract manufacturing service segment .",neutral,positive,1
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,neutral,0
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,negative,-1
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral,negative,-1
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .",neutral,positive,1
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive,neutral,0
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,positive,1
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,neutral,positive,1
Sports equipment sales also progressed well owing to the prolonged winter season .,positive,neutral,0
"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",neutral,positive,1
pretty steady accumulation off support today.  Purdy. $AGU,positive,neutral,0
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,positive,neutral,0
Hargreaves Lansdown share price falls as costs mount - although pensions ...,negative,neutral,0
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",positive,neutral,0
Commencing the construction works of Pearl Plaza is a significant step in our Russian projects .,positive,neutral,0
"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",positive,neutral,0
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive,neutral,0
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative,neutral,0
"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",neutral,positive,1
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive,neutral,0
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive,neutral,0
"In the Baltic countries , sales fell by 42.6 % .",neutral,negative,-1
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,positive,1
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,positive,neutral,0
$PCLN runs into the 50sma on the acquisition news,positive,neutral,0
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,negative,-1
$TZA is a rocket ship!!!,positive,neutral,0
Industry Investment is very interested in Glaston 's solar energy projects .,positive,neutral,0
The winner does not have to be present to win .,neutral,positive,1
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,neutral,0
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral,negative,-1
Halonen 's office acknowledged receiving the letter but declined comment .,neutral,negative,-1
"The broker highlights Cargotec as its preferred stock in the sector , as it is a pure play on global cargo and container handling , and it expects it to play an active role in further consolidating the industry .",positive,neutral,0
"The total headcount reduction will be 50 persons , the company said .",negative,neutral,0
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative,neutral,0
"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",neutral,positive,2
"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",neutral,positive,3
Tesco's Sales Pickup Isn't Enough,negative,neutral,0
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,neutral,negative,-1
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative,neutral,0
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,positive,1
"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo .",positive,neutral,0
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",negative,neutral,0
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive,neutral,0
AstraZeneca weighing up Acerta bid to secure blood cancer drug,positive,neutral,0
$HRL ready to pop! http://stks.co/s0Ny4,positive,neutral,0
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive,neutral,0
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,neutral,positive,1
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,neutral,0
Country : ; Germany Sector : Construction-Real Estate ; Machinery-Engineering Target : Caverion GmbH Buyer : YIT Oyj Deal size in USD : 90.3 m Type : Corporate acquisition Status : Agreed,neutral,positive,1
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,neutral,0
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,neutral,0
"Only L+ñnnen Tehtaat showed a loss , but it has only recently started streamlining measures .",neutral,negative,-1
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,positive,1
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",positive,negative,-1
"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",neutral,positive,1
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",negative,neutral,0
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",neutral,positive,1
"RT FITZSTOCK2004: $IYT http://stks.co/1NBF the Transports always lead  the way, and  they broke DT  line  1st, MACD cross,  bull  flag=",positive,neutral,0
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,neutral,0
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,neutral,0
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive,neutral,0
The maximum number of new shares to be offered is 22 million .,neutral,positive,1
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",positive,neutral,0
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive,neutral,0
The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,neutral,positive,1
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral,positive,1
"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",neutral,positive,2
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",positive,neutral,0
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,positive,negative,-1
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,negative,-1
The contract will take effect in 2009 for a five or ten year period .,neutral,positive,1
Three students from Universiti Sains Malaysia have won a study trip to Helsinki .,neutral,positive,1
"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",neutral,positive,1
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,neutral,positive,2
